date,close
2021-12-12 22:01:23.470,0.09523538405762835
2021-12-12 23:02:28.746,0.10137085305681831
2021-12-13 00:01:45.211,0.10761342238623395
2021-12-13 01:18:03.499,0.11025410851223892
2021-12-13 02:18:02.909,0.10916572979640889
2021-12-13 03:19:44.972,0.1111900209046437
2021-12-13 04:17:53.700,0.10071643778053288
2021-12-13 05:17:49.560,0.09939846132828555
2021-12-13 06:17:53.901,0.10181364453835574
2021-12-13 07:17:10.089,0.10172712104325186
2021-12-13 08:19:11.428,0.10264635689822076
2021-12-13 09:18:21.044,0.10605733191208927
2021-12-13 10:18:43.672,0.11814471035008035
2021-12-13 11:18:06.767,0.1309613458765969
2021-12-13 12:18:11.159,0.13258666607494368
2021-12-13 13:05:42.127,0.13710640466337387
2021-12-13 14:09:03.656,0.1625393574093161
2021-12-13 15:01:43.871,0.15724200904371216
2021-12-13 16:05:30.355,0.13216765207992678
2021-12-13 17:03:27.786,0.13459604025132751
2021-12-13 18:03:47.581,0.12828754958084967
2021-12-13 19:01:14.992,0.1296191669320669
2021-12-13 20:02:58.220,0.13096782001929522
2021-12-13 21:14:24.130,0.1381026915603394
2021-12-13 22:14:21.321,0.13348903259655862
2021-12-13 23:14:01.681,0.1319527841327538
2021-12-14 00:14:38.720,0.13243651238003046
2021-12-14 01:14:14.595,0.13350640017637336
2021-12-14 02:14:08.430,0.13350089005190413
2021-12-14 03:13:28.800,0.1373450376534238
2021-12-14 04:14:00.514,0.13946987293759175
2021-12-14 05:13:42.509,0.144616458879478
2021-12-14 06:14:27.442,0.1364711292249437
2021-12-14 07:13:43.294,0.1355646401684764
2021-12-14 08:13:44.348,0.12980900787723232
2021-12-14 09:14:33.288,0.13126935826687722
2021-12-14 10:14:50.162,0.13195501583264055
2021-12-14 11:14:17.085,0.13407424336112114
2021-12-14 12:15:17.249,0.1359286801629824
2021-12-14 13:15:25.407,0.1355915521383765
2021-12-14 14:14:37.978,0.12936173958633163
2021-12-14 15:18:20.352,0.13672695025422582
2021-12-14 16:13:36.912,0.13823416070575759
2021-12-14 17:13:53.490,0.1371538427737828
2021-12-14 18:14:13.629,0.1354750683364318
2021-12-14 19:14:30.078,0.13671460783385875
2021-12-14 20:14:53.430,0.13813469729167668
2021-12-14 21:14:28.932,0.14200916540147662
